row_type,protocol,mode,claim_eligible,passed,seed,scale,depth,population,generation,process,context,parent_work,child_work,acquisition_work,installation_work,incremental_bytes,maintenance_work,price_micros,gain_micros,break_even_uses,observable_equal,computationally_useful,economically_justified,structurally_retained,proposed,retained,removed_arrow_firings,asset_instance_id,content_fingerprint,structural_depth,justified_depth,realized_useful_depth,right_censored,fallback_distance,recovery_work,status,name,diagnostic
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,128,64,,,,,,,,,,,,,,,,,6,5,,,,5,5,5,false,,,,,functional:5;computational:5;economic:5;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,1,,,576,342,2314,0,114,0,0,234000000,10,true,true,true,true,2,2,64,5531928895772510156,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,1,,,576,342,2314,0,114,0,1,233999886,10,true,true,true,true,2,2,64,5531928895772510156,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,1,,,576,342,2314,0,114,0,10,233998860,10,true,true,true,true,2,2,64,5531928895772510156,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,1,,,576,342,2314,0,114,0,100,233988600,10,true,true,true,true,2,2,64,5531928895772510156,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,1,,,576,342,2314,0,114,0,1000,233886000,10,true,true,true,true,2,2,64,5531928895772510156,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,2,,,342,209,1319,0,58,0,0,133000000,10,true,true,true,true,1,1,32,5532886570400492712,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,2,,,342,209,1319,0,58,0,1,132999942,10,true,true,true,true,1,1,32,5532886570400492712,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,2,,,342,209,1319,0,58,0,10,132999420,10,true,true,true,true,1,1,32,5532886570400492712,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,2,,,342,209,1319,0,58,0,100,132994200,10,true,true,true,true,1,1,32,5532886570400492712,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,2,,,342,209,1319,0,58,0,1000,132942000,10,true,true,true,true,1,1,32,5532886570400492712,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,3,,,209,148,776,0,60,0,0,61000000,13,true,true,true,true,1,1,16,5530019044074686099,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,3,,,209,148,776,0,60,0,1,60999940,13,true,true,true,true,1,1,16,5530019044074686099,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,3,,,209,148,776,0,60,0,10,60999400,13,true,true,true,true,1,1,16,5530019044074686099,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,3,,,209,148,776,0,60,0,100,60994000,13,true,true,true,true,1,1,16,5530019044074686099,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,3,,,209,148,776,0,60,0,1000,60940000,13,true,true,true,true,1,1,16,5530019044074686099,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,4,,,148,119,521,0,64,0,0,29000000,18,true,true,true,true,1,1,8,5530973420167784022,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,4,,,148,119,521,0,64,0,1,28999936,18,true,true,true,true,1,1,8,5530973420167784022,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,4,,,148,119,521,0,64,0,10,28999360,18,true,true,true,true,1,1,8,5530973420167784022,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,4,,,148,119,521,0,64,0,100,28993600,18,true,true,true,true,1,1,8,5530973420167784022,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,4,,,148,119,521,0,64,0,1000,28936000,19,true,true,true,true,1,1,8,5530973420167784022,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,5,,,119,106,398,0,72,0,0,13000000,31,true,true,true,true,1,1,4,5535758494772812169,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,5,,,119,106,398,0,72,0,1,12999928,31,true,true,true,true,1,1,4,5535758494772812169,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,5,,,119,106,398,0,72,0,10,12999280,31,true,true,true,true,1,1,4,5535758494772812169,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,5,,,119,106,398,0,72,0,100,12992800,31,true,true,true,true,1,1,4,5535758494772812169,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,depth-only,,,5,,,119,106,398,0,72,0,1000,12928000,31,true,true,true,true,1,1,4,5535758494772812169,16762103433480236712,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,32,1024,,,,,,,,,,,,,,,,,4,3,,,,3,3,3,false,,,,,functional:3;computational:3;economic:3;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,1,,,144,102,586,0,114,0,0,42000000,14,true,true,true,true,2,2,16,13050613513400809452,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,1,,,144,102,586,0,114,0,1,41999886,14,true,true,true,true,2,2,16,13050613513400809452,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,1,,,144,102,586,0,114,0,10,41998860,14,true,true,true,true,2,2,16,13050613513400809452,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,1,,,144,102,586,0,114,0,100,41988600,14,true,true,true,true,2,2,16,13050613513400809452,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,1,,,144,102,586,0,114,0,1000,41886000,14,true,true,true,true,2,2,16,13050613513400809452,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,2,,,102,65,383,0,58,0,0,37000000,11,true,true,true,true,1,1,8,13051571188028792008,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,2,,,102,65,383,0,58,0,1,36999942,11,true,true,true,true,1,1,8,13051571188028792008,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,2,,,102,65,383,0,58,0,10,36999420,11,true,true,true,true,1,1,8,13051571188028792008,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,2,,,102,65,383,0,58,0,100,36994200,11,true,true,true,true,1,1,8,13051571188028792008,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,2,,,102,65,383,0,58,0,1000,36942000,11,true,true,true,true,1,1,8,13051571188028792008,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,3,,,65,52,236,0,60,0,0,13000000,19,true,true,true,true,1,1,4,13048703661702985395,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,3,,,65,52,236,0,60,0,1,12999940,19,true,true,true,true,1,1,4,13048703661702985395,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,3,,,65,52,236,0,60,0,10,12999400,19,true,true,true,true,1,1,4,13048703661702985395,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,3,,,65,52,236,0,60,0,100,12994000,19,true,true,true,true,1,1,4,13048703661702985395,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,6,population-only,,,3,,,65,52,236,0,60,0,1000,12940000,19,true,true,true,true,1,1,4,13048703661702985395,16645602844770264344,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S0,8,16,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,false,,,,,functional:0;computational:0;economic:0;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,32,64,,,,,,,,,,,,,,,,,4,3,,,,3,3,3,false,,,,,functional:3;computational:3;economic:3;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,1,,,144,102,586,0,114,0,0,42000000,14,true,true,true,true,2,2,16,4107840036484897173,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,1,,,144,102,586,0,114,0,1,41999886,14,true,true,true,true,2,2,16,4107840036484897173,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,1,,,144,102,586,0,114,0,10,41998860,14,true,true,true,true,2,2,16,4107840036484897173,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,1,,,144,102,586,0,114,0,100,41988600,14,true,true,true,true,2,2,16,4107840036484897173,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,1,,,144,102,586,0,114,0,1000,41886000,14,true,true,true,true,2,2,16,4107840036484897173,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,2,,,102,65,383,0,58,0,0,37000000,11,true,true,true,true,1,1,8,4106882361856914617,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,2,,,102,65,383,0,58,0,1,36999942,11,true,true,true,true,1,1,8,4106882361856914617,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,2,,,102,65,383,0,58,0,10,36999420,11,true,true,true,true,1,1,8,4106882361856914617,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,2,,,102,65,383,0,58,0,100,36994200,11,true,true,true,true,1,1,8,4106882361856914617,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,2,,,102,65,383,0,58,0,1000,36942000,11,true,true,true,true,1,1,8,4106882361856914617,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,3,,,65,52,236,0,60,0,0,13000000,19,true,true,true,true,1,1,4,4105923587717303850,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,3,,,65,52,236,0,60,0,1,12999940,19,true,true,true,true,1,1,4,4105923587717303850,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,3,,,65,52,236,0,60,0,10,12999400,19,true,true,true,true,1,1,4,4105923587717303850,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,3,,,65,52,236,0,60,0,100,12994000,19,true,true,true,true,1,1,4,4105923587717303850,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S1,,,3,,,65,52,236,0,60,0,1000,12940000,19,true,true,true,true,1,1,4,4105923587717303850,16645602844770264344,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,128,256,,,,,,,,,,,,,,,,,6,5,,,,5,5,5,false,,,,,functional:5;computational:5;economic:5;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,1,,,576,342,2314,0,114,0,0,234000000,10,true,true,true,true,2,2,64,1985380271193417397,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,1,,,576,342,2314,0,114,0,1,233999886,10,true,true,true,true,2,2,64,1985380271193417397,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,1,,,576,342,2314,0,114,0,10,233998860,10,true,true,true,true,2,2,64,1985380271193417397,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,1,,,576,342,2314,0,114,0,100,233988600,10,true,true,true,true,2,2,64,1985380271193417397,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,1,,,576,342,2314,0,114,0,1000,233886000,10,true,true,true,true,2,2,64,1985380271193417397,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,2,,,342,209,1319,0,58,0,0,133000000,10,true,true,true,true,1,1,32,1984422596565434841,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,2,,,342,209,1319,0,58,0,1,132999942,10,true,true,true,true,1,1,32,1984422596565434841,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,2,,,342,209,1319,0,58,0,10,132999420,10,true,true,true,true,1,1,32,1984422596565434841,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,2,,,342,209,1319,0,58,0,100,132994200,10,true,true,true,true,1,1,32,1984422596565434841,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,2,,,342,209,1319,0,58,0,1000,132942000,10,true,true,true,true,1,1,32,1984422596565434841,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,3,,,209,148,776,0,60,0,0,61000000,13,true,true,true,true,1,1,16,1983463822425824074,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,3,,,209,148,776,0,60,0,1,60999940,13,true,true,true,true,1,1,16,1983463822425824074,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,3,,,209,148,776,0,60,0,10,60999400,13,true,true,true,true,1,1,16,1983463822425824074,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,3,,,209,148,776,0,60,0,100,60994000,13,true,true,true,true,1,1,16,1983463822425824074,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,3,,,209,148,776,0,60,0,1000,60940000,13,true,true,true,true,1,1,16,1983463822425824074,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,4,,,148,119,521,0,64,0,0,29000000,18,true,true,true,true,1,1,8,1982509446332726151,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,4,,,148,119,521,0,64,0,1,28999936,18,true,true,true,true,1,1,8,1982509446332726151,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,4,,,148,119,521,0,64,0,10,28999360,18,true,true,true,true,1,1,8,1982509446332726151,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,4,,,148,119,521,0,64,0,100,28993600,18,true,true,true,true,1,1,8,1982509446332726151,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,4,,,148,119,521,0,64,0,1000,28936000,19,true,true,true,true,1,1,8,1982509446332726151,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,5,,,119,106,398,0,72,0,0,13000000,31,true,true,true,true,1,1,4,1981550672193115384,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,5,,,119,106,398,0,72,0,1,12999928,31,true,true,true,true,1,1,4,1981550672193115384,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,5,,,119,106,398,0,72,0,10,12999280,31,true,true,true,true,1,1,4,1981550672193115384,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,5,,,119,106,398,0,72,0,100,12992800,31,true,true,true,true,1,1,4,1981550672193115384,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S2,,,5,,,119,106,398,0,72,0,1000,12928000,31,true,true,true,true,1,1,4,1981550672193115384,16762103433480236712,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,512,1024,,,,,,,,,,,,,,,,,7,6,,,,6,6,6,true,,,,,functional:6;computational:6;economic:6;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,1,,,2304,1302,9226,0,114,0,0,1002000000,10,true,true,true,true,2,2,256,295941046355489333,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,1,,,2304,1302,9226,0,114,0,1,1001999886,10,true,true,true,true,2,2,256,295941046355489333,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,1,,,2304,1302,9226,0,114,0,10,1001998860,10,true,true,true,true,2,2,256,295941046355489333,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,1,,,2304,1302,9226,0,114,0,100,1001988600,10,true,true,true,true,2,2,256,295941046355489333,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,1,,,2304,1302,9226,0,114,0,1000,1001886000,10,true,true,true,true,2,2,256,295941046355489333,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,2,,,1302,785,5063,0,58,0,0,517000000,10,true,true,true,true,1,1,128,294983371727506777,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,2,,,1302,785,5063,0,58,0,1,516999942,10,true,true,true,true,1,1,128,294983371727506777,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,2,,,1302,785,5063,0,58,0,10,516999420,10,true,true,true,true,1,1,128,294983371727506777,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,2,,,1302,785,5063,0,58,0,100,516994200,10,true,true,true,true,1,1,128,294983371727506777,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,2,,,1302,785,5063,0,58,0,1000,516942000,10,true,true,true,true,1,1,128,294983371727506777,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,3,,,785,532,2936,0,60,0,0,253000000,12,true,true,true,true,1,1,64,294024597587896010,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,3,,,785,532,2936,0,60,0,1,252999940,12,true,true,true,true,1,1,64,294024597587896010,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,3,,,785,532,2936,0,60,0,10,252999400,12,true,true,true,true,1,1,64,294024597587896010,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,3,,,785,532,2936,0,60,0,100,252994000,12,true,true,true,true,1,1,64,294024597587896010,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,3,,,785,532,2936,0,60,0,1000,252940000,12,true,true,true,true,1,1,64,294024597587896010,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,4,,,532,407,1889,0,64,0,0,125000000,16,true,true,true,true,1,1,32,293070221494798087,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,4,,,532,407,1889,0,64,0,1,124999936,16,true,true,true,true,1,1,32,293070221494798087,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,4,,,532,407,1889,0,64,0,10,124999360,16,true,true,true,true,1,1,32,293070221494798087,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,4,,,532,407,1889,0,64,0,100,124993600,16,true,true,true,true,1,1,32,293070221494798087,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,4,,,532,407,1889,0,64,0,1000,124936000,16,true,true,true,true,1,1,32,293070221494798087,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,5,,,407,346,1370,0,72,0,0,61000000,23,true,true,true,true,1,1,16,292111447355187320,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,5,,,407,346,1370,0,72,0,1,60999928,23,true,true,true,true,1,1,16,292111447355187320,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,5,,,407,346,1370,0,72,0,10,60999280,23,true,true,true,true,1,1,16,292111447355187320,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,5,,,407,346,1370,0,72,0,100,60992800,23,true,true,true,true,1,1,16,292111447355187320,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,5,,,407,346,1370,0,72,0,1000,60928000,23,true,true,true,true,1,1,16,292111447355187320,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,6,,,346,317,1115,0,88,0,0,29000000,39,true,true,true,true,1,1,8,291157071262089397,3131637862668427760,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,6,,,346,317,1115,0,88,0,1,28999912,39,true,true,true,true,1,1,8,291157071262089397,3131637862668427760,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,6,,,346,317,1115,0,88,0,10,28999120,39,true,true,true,true,1,1,8,291157071262089397,3131637862668427760,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,6,,,346,317,1115,0,88,0,100,28991200,39,true,true,true,true,1,1,8,291157071262089397,3131637862668427760,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,S3,,,6,,,346,317,1115,0,88,0,1000,28912000,39,true,true,true,true,1,1,8,291157071262089397,3131637862668427760,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,128,64,,,,,,,,,,,,,,,,,6,5,,,,5,5,5,false,,,,,functional:5;computational:5;economic:5;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,1,,,576,342,2314,0,114,0,0,234000000,10,true,true,true,true,2,2,64,8716867145795099637,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,1,,,576,342,2314,0,114,0,1,233999886,10,true,true,true,true,2,2,64,8716867145795099637,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,1,,,576,342,2314,0,114,0,10,233998860,10,true,true,true,true,2,2,64,8716867145795099637,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,1,,,576,342,2314,0,114,0,100,233988600,10,true,true,true,true,2,2,64,8716867145795099637,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,1,,,576,342,2314,0,114,0,1000,233886000,10,true,true,true,true,2,2,64,8716867145795099637,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,2,,,342,209,1319,0,58,0,0,133000000,10,true,true,true,true,1,1,32,8715909471167117081,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,2,,,342,209,1319,0,58,0,1,132999942,10,true,true,true,true,1,1,32,8715909471167117081,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,2,,,342,209,1319,0,58,0,10,132999420,10,true,true,true,true,1,1,32,8715909471167117081,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,2,,,342,209,1319,0,58,0,100,132994200,10,true,true,true,true,1,1,32,8715909471167117081,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,2,,,342,209,1319,0,58,0,1000,132942000,10,true,true,true,true,1,1,32,8715909471167117081,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,3,,,209,148,776,0,60,0,0,61000000,13,true,true,true,true,1,1,16,8714950697027506314,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,3,,,209,148,776,0,60,0,1,60999940,13,true,true,true,true,1,1,16,8714950697027506314,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,3,,,209,148,776,0,60,0,10,60999400,13,true,true,true,true,1,1,16,8714950697027506314,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,3,,,209,148,776,0,60,0,100,60994000,13,true,true,true,true,1,1,16,8714950697027506314,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,3,,,209,148,776,0,60,0,1000,60940000,13,true,true,true,true,1,1,16,8714950697027506314,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,4,,,148,119,521,0,64,0,0,29000000,18,true,true,true,true,1,1,8,8713996320934408391,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,4,,,148,119,521,0,64,0,1,28999936,18,true,true,true,true,1,1,8,8713996320934408391,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,4,,,148,119,521,0,64,0,10,28999360,18,true,true,true,true,1,1,8,8713996320934408391,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,7,depth-only,,,4,,,148,119,521,0,64,0,100,28993600,18,true,true,true,true,1,1,8,8713996320934408391,7010415261464399852,,,,,,,,,
